date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2020-01-02,2838A,71000,3896200,54.8,54.9,54.8,54.9,0.1,24
2020-01-03,2838A,128000,7038600,54.9,55.1,54.9,55.0,0.1,42
2020-01-06,2838A,169108,9289940,55.0,55.0,54.9,55.0,0.0,18
2020-01-07,2838A,83001,4557655,54.9,55.0,54.9,55.0,0.0,16
2020-01-08,2838A,70000,3850200,55.0,55.1,54.9,55.1,0.1,18
2020-01-09,2838A,150000,8252300,55.0,55.1,54.9,55.1,0.0,28
2020-01-10,2838A,23171,1274670,55.0,55.1,55.0,55.1,0.0,11
2020-01-13,2838A,55233,3041715,55.0,55.2,55.0,55.2,0.1,23
2020-01-14,2838A,97044,5350211,55.1,55.2,55.1,55.2,0.0,20
2020-01-15,2838A,84000,4628600,55.1,55.2,55.1,55.2,0.0,10
2020-01-16,2838A,32000,1763800,55.1,55.2,55.1,55.2,0.0,10
2020-01-17,2838A,19312,1064453,55.2,55.2,55.1,55.2,0.0,11
2020-01-20,2838A,94199,5197304,55.1,55.3,55.1,55.3,0.1,33
2020-01-30,2838A,382200,21021520,55.1,55.1,54.9,55.1,-0.2,74
2020-01-31,2838A,319000,17594900,55.1,55.3,55.0,55.2,0.1,46
2020-02-03,2838A,460270,25382131,55.1,55.3,55.0,55.2,0.0,55
2020-02-04,2838A,43000,2371100,55.1,55.2,55.1,55.2,0.0,22
2020-02-05,2838A,63090,3479968,55.2,55.3,55.1,55.3,0.1,28
2020-02-06,2838A,112000,6190800,55.3,55.4,55.2,55.3,0.0,33
2020-02-07,2838A,98572,5439960,55.3,55.3,55.1,55.3,0.0,25
2020-02-10,2838A,73222,4040376,55.2,55.3,55.1,55.3,0.0,23
2020-02-11,2838A,15000,828100,55.2,55.3,55.2,55.2,-0.1,10
2020-02-12,2838A,27000,1491300,55.3,55.3,55.2,55.3,0.1,11
2020-02-13,2838A,20000,1104600,55.3,55.3,55.2,55.3,0.0,10
2020-02-14,2838A,54680,3023563,55.3,55.4,55.3,55.4,0.1,21
2020-02-17,2838A,48157,2663766,55.3,55.4,55.3,55.4,0.0,25
2020-02-18,2838A,24000,1328000,55.4,55.4,55.3,55.4,0.0,10
2020-02-19,2838A,82215,4553889,55.4,55.4,55.3,55.4,0.0,27
2020-02-20,2838A,18000,997300,55.4,55.5,55.4,55.4,0.0,7
2020-02-21,2838A,28000,1551400,55.4,55.5,55.4,55.5,0.1,14
2020-02-24,2838A,88096,4881887,55.5,55.5,55.4,55.5,0.0,29
2020-02-25,2838A,234000,12954300,55.4,55.5,55.3,55.4,-0.1,40
2020-02-26,2838A,129450,7155285,55.4,55.4,55.2,55.4,0.0,20
2020-02-27,2838A,39200,2170680,55.4,55.4,55.3,55.4,0.0,16
2020-03-02,2838A,116028,6423240,55.3,55.4,55.3,55.4,0.0,50
2020-03-03,2838A,97000,5370100,55.4,55.5,55.3,55.5,0.1,20
2020-03-04,2838A,76000,4211300,55.4,55.5,55.4,55.5,0.0,26
2020-03-05,2838A,85000,4709100,55.4,55.5,55.4,55.5,0.0,17
2020-03-06,2838A,69000,3818200,55.4,55.5,55.3,55.5,0.0,18
2020-03-09,2838A,138495,7663172,55.4,55.5,55.2,55.5,0.0,50
2020-03-10,2838A,118390,6554650,55.3,55.5,55.2,55.4,-0.1,64
2020-03-11,2838A,70000,3877400,55.4,55.5,55.3,55.3,-0.1,42
2020-03-12,2838A,430000,23699700,55.3,55.3,54.7,55.1,-0.2,164
2020-03-13,2838A,642765,34252713,54.5,54.5,52.5,53.9,-1.2,286
2020-03-16,2838A,746907,39355787,53.8,53.8,52.3,53.3,-0.6,292
2020-03-17,2838A,559706,28895287,52.2,52.2,51.3,51.5,-1.8,300
2020-03-18,2838A,312250,16160974,51.6,52.1,51.4,51.5,0.0,178
2020-03-19,2838A,955253,47626247,51.0,51.0,49.0,49.05,-2.45,442
2020-03-20,2838A,633534,31712212,49.15,50.4,49.15,50.2,1.15,226
2020-03-23,2838A,599000,29879250,49.55,50.1,49.35,50.0,-0.2,162
2020-03-24,2838A,279900,14088568,50.2,50.5,50.1,50.2,0.2,95
2020-03-25,2838A,1001177,50599445,50.4,50.7,50.2,50.7,0.5,198
